Owner/Repo,PR Number,agent,html_url,Issue Type,Severity,Message,File Name,StartLine,EndLine,Rule,additions,deletions,changed_files,changed_loc
microsoft/Qcodes,7240,Copilot,https://github.com/microsoft/Qcodes/pull/7240,CODE_SMELL,CRITICAL,"Change this argument; Function ""_generate_pandas_index"" expects a different type",PR_Qcodes_7240:tests/dataset/test_dataset_export.py,1385,1385,python:S5655,750.0,139.0,17.0,889.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:dev/clint/src/clint/linter.py,605,605,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:mlflow/__init__.py,250,250,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:mlflow/__init__.py,390,390,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MINOR,Remove this redundant return.,PR_mlflow_16112:mlflow/genai/optimize/optimizers/dspy_mipro_optimizer.py,205,205,python:S3626,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 47 to the 15 allowed.,PR_mlflow_16112:mlflow/models/model.py,844,844,python:S3776,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,"Remove the unused function parameter ""prompt_tags"".",PR_mlflow_16112:mlflow/prompt/registry_utils.py,16,16,python:S1172,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,Define a constant instead of duplicating this literal b'\342?=\n;UcModelRegistryRoutableRPC[com.google.protobuf.empty.Empty]' 6 times.,PR_mlflow_16112:mlflow/protos/unity_catalog_prompt_messages_pb2.py,35,35,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,"Remove the unused function parameter ""params"".",PR_mlflow_16112:mlflow/pyspark/ml/__init__.py,1034,1034,python:S1172,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Merge this if statement with the enclosing one.,PR_mlflow_16112:mlflow/server/handlers.py,1983,1983,python:S1066,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:mlflow/spark/__init__.py,280,280,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:mlflow/spark/__init__.py,332,332,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MINOR,"Use the opposite operator (""!="") instead.",PR_mlflow_16112:mlflow/store/model_registry/abstract_store.py,660,660,python:S1940,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MINOR,"Use the opposite operator (""!="") instead.",PR_mlflow_16112:mlflow/store/model_registry/abstract_store.py,752,752,python:S1940,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,PR_mlflow_16112:mlflow/tracking/client.py,441,441,python:S3776,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Either remove or fill this block of code.,PR_mlflow_16112:mlflow/tracking/client.py,521,521,python:S108,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,"Remove the unused function parameter ""version"".",PR_mlflow_16112:mlflow/utils/annotations.py,37,37,python:S1172,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:mlflow/utils/rest_utils.py,155,155,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,PR_mlflow_16112:mlflow/utils/rest_utils.py,385,385,python:S3776,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Hello, {{name}}!"" 6 times.",PR_mlflow_16112:tests/entities/test_prompt.py,15,15,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""test request"" 3 times.",PR_mlflow_16112:tests/entities/test_trace_info.py,236,236,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""test response"" 3 times.",PR_mlflow_16112:tests/entities/test_trace_info.py,237,237,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""exact_match/mean"" 4 times.",PR_mlflow_16112:tests/genai/evaluate/test_evaluation.py,82,82,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""max_length/mean"" 4 times.",PR_mlflow_16112:tests/genai/evaluate/test_evaluation.py,83,83,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""relevance/mean"" 4 times.",PR_mlflow_16112:tests/genai/evaluate/test_evaluation.py,84,84,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""has_trace/mean"" 4 times.",PR_mlflow_16112:tests/genai/evaluate/test_evaluation.py,85,85,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Add a nested comment explaining why this method is empty, or complete the implementation.",PR_mlflow_16112:tests/genai/evaluate/test_evaluation.py,235,235,python:S1186,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""create_test_feedback"" expects a different type",PR_mlflow_16112:tests/genai/judges/test_judges.py,70,70,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""output: "" 3 times.",PR_mlflow_16112:tests/genai/scorers/test_scorer.py,177,177,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Either remove or fill this block of code.,PR_mlflow_16112:tests/genai/scorers/test_scorer.py,332,332,python:S108,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Either remove or fill this block of code.,PR_mlflow_16112:tests/genai/scorers/test_scorer.py,376,376,python:S108,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Remove this assignment to local variable 'prompt'; the value is never used.,PR_mlflow_16112:tests/langchain/test_langchain_model_export.py,3681,3681,python:S1854,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Remove this commented out code.,PR_mlflow_16112:tests/spark/autologging/ml/test_pyspark_ml_autologging.py,593,593,python:S125,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:tests/spark/autologging/ml/test_pyspark_ml_autologging.py,611,611,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:tests/spark/autologging/ml/test_pyspark_ml_autologging.py,645,645,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:tests/spark/autologging/ml/test_pyspark_ml_autologging.py,896,896,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_mlflow_16112:tests/spark/autologging/ml/test_pyspark_ml_autologging.py,923,923,python:S1135,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Remove this commented out code.,PR_mlflow_16112:tests/spark/autologging/ml/test_pyspark_ml_autologging.py,933,933,python:S125,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Remove this commented out code.,PR_mlflow_16112:tests/spark/autologging/ml/test_pyspark_ml_autologging.py,938,938,python:S125,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Replace this generic exception class with a more specific one.,PR_mlflow_16112:tests/spark/test_spark_model_export.py,818,818,python:S112,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Replace this generic exception class with a more specific one.,PR_mlflow_16112:tests/spark/test_spark_model_export.py,834,834,python:S112,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Replace this generic exception class with a more specific one.,PR_mlflow_16112:tests/spark/test_spark_model_export.py,874,874,python:S112,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,MAJOR,Replace this generic exception class with a more specific one.,PR_mlflow_16112:tests/spark/test_spark_model_export.py,876,876,python:S112,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""/versions/"" 3 times.",PR_mlflow_16112:tests/store/_unity_catalog/model_registry/test_unity_catalog_rest_store.py,2355,2355,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.trace_schema.version"" 3 times.",PR_mlflow_16112:tests/store/tracking/test_rest_store.py,890,890,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""model/MLmodel"" 4 times.",PR_mlflow_16112:tests/test_mlflow_version_comp.py,35,35,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""model/test.txt"" 4 times.",PR_mlflow_16112:tests/test_mlflow_version_comp.py,36,36,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""test.txt"" 3 times.",PR_mlflow_16112:tests/test_mlflow_version_comp.py,57,57,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.tracing.export.inference_table.TracingClient"" 6 times.",PR_mlflow_16112:tests/tracing/export/test_inference_table_exporter.py,57,57,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Hello, {{name}}!"" 3 times.",PR_mlflow_16112:tests/tracing/export/test_inference_table_exporter.py,246,246,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,Remove this identity check; it will always be False.,PR_mlflow_16112:tests/tracing/export/test_inference_table_exporter.py,297,297,python:S5727,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""len"" expects a different type",PR_mlflow_16112:tests/tracing/export/test_inference_table_exporter.py,298,298,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""len"" expects a different type",PR_mlflow_16112:tests/tracing/export/test_inference_table_exporter.py,298,298,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,BUG,BLOCKER,Replace this expression with an iterable object.,PR_mlflow_16112:tests/tracing/export/test_inference_table_exporter.py,301,301,python:S3862,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,Remove this identity check; it will always be True.,PR_mlflow_16112:tests/tracing/export/test_inference_table_exporter.py,416,416,python:S5727,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.tracing.client.TracingClient._upload_trace_data"" 5 times.",PR_mlflow_16112:tests/tracing/export/test_mlflow_v3_exporter.py,72,72,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.tracing.client.TracingClient.start_trace_v3"" 5 times.",PR_mlflow_16112:tests/tracing/export/test_mlflow_v3_exporter.py,137,137,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.tracing.client.TracingClient.link_prompt_versions_to_trace"" 3 times.",PR_mlflow_16112:tests/tracing/export/test_mlflow_v3_exporter.py,221,221,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,Remove this identity check; it will always be False.,PR_mlflow_16112:tests/tracing/export/test_mlflow_v3_exporter.py,281,281,python:S5727,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""len"" expects a different type",PR_mlflow_16112:tests/tracing/export/test_mlflow_v3_exporter.py,282,282,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""len"" expects a different type",PR_mlflow_16112:tests/tracing/export/test_mlflow_v3_exporter.py,282,282,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,BUG,BLOCKER,Replace this expression with an iterable object.,PR_mlflow_16112:tests/tracing/export/test_mlflow_v3_exporter.py,285,285,python:S3862,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,Remove this == comparison; it will always be False.,PR_mlflow_16112:tests/tracing/export/test_mlflow_v3_exporter.py,289,289,python:S5727,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,Remove this identity check; it will always be True.,PR_mlflow_16112:tests/tracing/export/test_mlflow_v3_exporter.py,365,365,python:S5727,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal '{""x"": 2, ""y"": 5}' 3 times.",PR_mlflow_16112:tests/tracing/helper.py,252,252,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Hi, {{name}}!"" 3 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_model_registry_fluent.py,175,175,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Hello, {{name}}!"" 23 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_model_registry_fluent.py,463,463,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.linkedPrompts"" 8 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_model_registry_fluent.py,488,488,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Hi there, {{name}}! How are you?"" 3 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_model_registry_fluent.py,710,710,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.MlflowClient.load_prompt"" 5 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_model_registry_fluent.py,854,854,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Template 1"" 3 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_model_registry_fluent.py,896,896,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Found!"" 3 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_model_registry_fluent.py,956,956,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Now I exist!"" 3 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_model_registry_fluent.py,987,987,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.tracking._model_registry.utils._resolve_tracking_uri"" 7 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,36,36,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""set_registry_uri"" expects a different type",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,71,71,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.tracking._tracking_service.utils.get_tracking_uri"" 6 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,90,90,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""set_registry_uri"" expects a different type",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,117,117,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""databricks://workspace"" 5 times.",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,125,125,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""set_registry_uri"" expects a different type",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,135,135,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""set_registry_uri"" expects a different type",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,152,152,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""set_registry_uri"" expects a different type",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,172,172,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""set_registry_uri"" expects a different type",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,191,191,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""set_registry_uri"" expects a different type",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,219,219,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""set_registry_uri"" expects a different type",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,241,241,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Change this argument; Function ""set_registry_uri"" expects a different type",PR_mlflow_16112:tests/tracking/_model_registry/test_utils.py,263,263,python:S5655,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Hello, {{name}}!"" 3 times.",PR_mlflow_16112:tests/tracking/test_client.py,2056,2056,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Hello {{name}}!"" 3 times.",PR_mlflow_16112:tests/tracking/test_client.py,2084,2084,python:S1192,11.0,11.0,6.0,22.0
mlflow/mlflow,16112,Copilot,https://github.com/mlflow/mlflow/pull/16112,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""mlflow.utils.rest_utils.get_workspace_client"" 5 times.",PR_mlflow_16112:tests/utils/test_rest_utils.py,638,638,python:S1192,11.0,11.0,6.0,22.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,MAJOR,"Method ""__init__"" has 14 parameters, which is greater than the 13 authorized.",PR_debug-gym_179:debug_gym/gym/envs/env.py,151,165,python:S107,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,MAJOR,"Remove the unused function parameter ""problems"".",PR_debug-gym_179:debug_gym/gym/envs/env.py,576,576,python:S1172,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,MAJOR,"Return a value of type ""dict"" instead of ""list"" or update function ""filter_problems"" type hint.",PR_debug-gym_179:debug_gym/gym/utils.py,236,236,python:S5886,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,MAJOR,"Return a value of type ""dict"" instead of ""list"" or update function ""filter_problems"" type hint.",PR_debug-gym_179:debug_gym/gym/utils.py,238,238,python:S5886,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,CRITICAL,"Change this argument; Function ""filter_problems"" expects a different type",PR_debug-gym_179:tests/gym/test_utils.py,720,720,python:S5655,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,CRITICAL,"Change this argument; Function ""filter_problems"" expects a different type",PR_debug-gym_179:tests/gym/test_utils.py,729,729,python:S5655,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,CRITICAL,"Change this argument; Function ""filter_problems"" expects a different type",PR_debug-gym_179:tests/gym/test_utils.py,739,739,python:S5655,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,CRITICAL,"Change this argument; Function ""filter_problems"" expects a different type",PR_debug-gym_179:tests/gym/test_utils.py,743,743,python:S5655,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,CRITICAL,"Change this argument; Function ""filter_problems"" expects a different type",PR_debug-gym_179:tests/gym/test_utils.py,747,747,python:S5655,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,CRITICAL,"Change this argument; Function ""filter_problems"" expects a different type",PR_debug-gym_179:tests/gym/test_utils.py,752,752,python:S5655,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,CRITICAL,"Change this argument; Function ""filter_problems"" expects a different type",PR_debug-gym_179:tests/gym/test_utils.py,761,761,python:S5655,191.0,196.0,11.0,387.0
microsoft/debug-gym,179,Copilot,https://github.com/microsoft/debug-gym/pull/179,CODE_SMELL,CRITICAL,"Change this argument; Function ""filter_problems"" expects a different type",PR_debug-gym_179:tests/gym/test_utils.py,764,764,python:S5655,191.0,196.0,11.0,387.0
